Timestamp,Title,Duration,Duration (s),Type,Movie ID,Top Node ID,Device Type,Country
2020-08-09T19:52:27.535Z,Unbreakable Kimmy Schmidt - Season 1: 'Kimmy Goes on a Date!',25:11:00,1511,Serie,80028214,80025384,1156,IN
2020-08-09T19:30:06.076Z,Unbreakable Kimmy Schmidt - Season 1: 'Kimmy Gets a Job!',24:07:00,1447,Serie,80028213,80025384,1156,IN
2020-08-09T19:29:57.088Z,Unbreakable Kimmy Schmidt - Season 1: 'Kimmy Goes Outside!',24:43:00,1483,Serie,80028212,80025384,1156,IN
2020-08-08T13:29:03.257Z,Friends - Season 8: 'The One with the Red Sweater',21:52,1312,Serie,70274168,70153404,1156,IN
2020-08-08T13:08:53.455Z,Friends - Season 8: 'The One After I Do',22:22,1342,Serie,70274167,70153404,1156,IN
2020-08-08T13:00:37.741Z,Friends - Season 7: 'The One with Chandler and Monica's Wedding: Part 2',21:52,1312,Serie,70274166,70153404,1156,IN
2020-08-08T11:38:19.152Z,Glee - Season 1: 'Pilot',48:25:00,2905,Serie,70177125,70143843,1156,IN
2020-08-08T08:17:56.151Z,Schitt's Creek - Season 6: 'Happy Ending',24:40:00,1480,Serie,81251917,80036165,1156,IN
2020-08-08T07:52:30.971Z,Schitt's Creek - Season 6: 'Start Spreading the News',24:55:00,1495,Serie,81251916,80036165,1156,IN
2020-08-08T07:15:02.818Z,Schitt's Creek - Season 6: 'The Pitch',21:53,1313,Serie,81251915,80036165,1156,IN
2020-08-08T06:49:53.455Z,Schitt's Creek - Season 6: 'The Bachelor Party',21:53,1313,Serie,81251914,80036165,1156,IN
2020-08-08T06:36:06.700Z,"Schitt's Creek - Season 6: 'Sunrise, Sunset'",21:53,1313,Serie,81251913,80036165,1156,IN
2020-08-07T20:58:08.868Z,Schitt's Creek - Season 6: 'Rebound',21:53,1313,Serie,81251912,80036165,1156,IN
2020-08-07T20:36:29.523Z,Schitt's Creek - Season 6: 'The Presidential Suite',21:53,1313,Serie,81251911,80036165,1156,IN
2020-08-07T20:25:45.301Z,Schitt's Creek - Season 6: 'Moira Rose',21:53,1313,Serie,81251910,80036165,1156,IN
2020-08-07T19:53:53.015Z,Schitt's Creek - Season 6: 'The Wingman',21:53,1313,Serie,81251909,80036165,1156,IN
2020-08-07T19:33:42.035Z,Schitt's Creek - Season 6: 'The Premiere',21:53,1313,Serie,81251908,80036165,1156,IN
2020-08-07T19:10:33.467Z,Schitt's Creek - Season 6: 'Maid of Honour',21:53,1313,Serie,81251907,80036165,1156,IN
2020-08-07T18:50:09.524Z,Schitt's Creek - Season 6: 'The Job Interview',21:53,1313,Serie,81251906,80036165,1156,IN
2020-08-07T18:31:24.381Z,Schitt's Creek - Season 6: 'The Incident',21:53,1313,Serie,81251905,80036165,1156,IN
2020-08-07T17:56:08.650Z,Schitt's Creek - Season 6: 'Smoke Signals',21:53,1313,Serie,81251904,80036165,1156,IN
2020-08-07T17:51:46.559Z,Schitt's Creek - Season 5: 'Life Is a Cabaret',21:51,1311,Serie,81092818,80036165,1156,IN
2020-08-07T17:15:21.268Z,Schitt's Creek - Season 5: 'The Hike',21:51,1311,Serie,81092817,80036165,1156,IN
2020-08-07T17:14:06.069Z,Schitt's Creek - Season 5: 'The Roast',21:51,1311,Serie,81092816,80036165,1156,IN
2020-08-05T16:16:36.134Z,Schitt's Creek - Season 5: 'Meet the Parents',21:51,1311,Serie,81092815,80036165,1156,IN
2020-08-04T07:41:16.266Z,Schitt's Creek - Season 5: 'Roadkill',21:51,1311,Serie,81092814,80036165,1156,IN
2020-08-04T07:20:41.654Z,Schitt's Creek - Season 5: 'The M.V.P',21:51,1311,Serie,81092813,80036165,1156,IN
2020-08-04T07:00:20.795Z,Schitt's Creek - Season 5: 'The Hospies',21:51,1311,Serie,81092812,80036165,1156,IN
2020-08-03T21:41:46.712Z,Fifty Shades Freed,01:45:26,6326,Movie,80200957,80200957,1156,IN
2020-08-03T21:13:48.936Z,Schitt's Creek - Season 5: 'A Whisper of Desire',21:51,1311,Serie,81092810,80036165,1156,IN
2020-08-03T20:52:06.082Z,Schitt's Creek - Season 5: 'Rock On!',21:51,1311,Serie,81092809,80036165,1156,IN
2020-08-03T20:31:37.121Z,Schitt's Creek - Season 5: 'Housewarming',21:51,1311,Serie,81092808,80036165,1156,IN
2020-08-03T20:11:05.764Z,Schitt's Creek - Season 5: 'The Dress',21:51,1311,Serie,81092807,80036165,1156,IN
2020-08-03T19:49:50.994Z,Schitt's Creek - Season 5: 'The Plant',21:51,1311,Serie,81092806,80036165,1156,IN
2020-08-03T19:30:50.012Z,Schitt's Creek - Season 5: 'Love Letters',21:51,1311,Serie,81092805,80036165,1156,IN
2020-08-03T19:09:30.761Z,Schitt's Creek - Season 5: 'The Crowening',21:51,1311,Serie,81092804,80036165,1156,IN
2020-08-03T18:36:57.207Z,"Schitt's Creek - Season 4: 'Merry Christmas, Johnny Rose'",25:14:00,1514,Serie,80997812,80036165,1156,IN
2020-08-03T18:15:52.534Z,Schitt's Creek - Season 4: 'Singles Week',21:51,1311,Serie,80997811,80036165,1156,IN
2020-08-03T17:53:48.842Z,Schitt's Creek - Season 4: 'The Rollout',21:51,1311,Serie,80997810,80036165,1156,IN
2020-08-03T17:32:29.501Z,Schitt's Creek - Season 4: 'Baby Sprinkle',21:51,1311,Serie,80997809,80036165,1156,IN
2020-08-03T17:12:56.279Z,Schitt's Creek - Season 4: 'The Olive Branch',21:51,1311,Serie,80997808,80036165,1156,IN
2020-08-03T16:54:17.303Z,Schitt's Creek - Season 4: 'The Jazzaguy',21:51,1311,Serie,80997807,80036165,1156,IN
2020-08-03T16:51:08.244Z,Schitt's Creek - Season 4: 'The Barbecue',21:51,1311,Serie,80997806,80036165,1156,IN
2020-08-03T15:49:24.870Z,Schitt's Creek - Season 4: 'Open Mic',21:51,1311,Serie,80997805,80036165,1156,IN
2020-08-02T21:22:44.511Z,Schitt's Creek - Season 4: 'RIP Moira Rose',21:51,1311,Serie,80997804,80036165,1156,IN
2020-08-02T21:02:45.970Z,Schitt's Creek - Season 4: 'Girls’ Night',21:51,1311,Serie,80997803,80036165,1156,IN
2020-08-02T20:40:54.329Z,Schitt's Creek - Season 4: 'Asbestos Fest',21:51,1311,Serie,80997802,80036165,1156,IN
2020-08-02T20:19:48.616Z,Schitt's Creek - Season 4: 'Pregnancy Test',21:51,1311,Serie,80997801,80036165,1156,IN
2020-08-02T19:58:41.841Z,Schitt's Creek - Season 4: 'Dead Guy in Room 4',21:51,1311,Serie,80997800,80036165,1156,IN
2020-08-02T19:36:38.390Z,Schitt's Creek - Season 3: 'Grad Night',21:49,1309,Serie,80155641,80036165,1156,IN
2020-08-02T19:15:40.728Z,Schitt's Creek - Season 3: 'Friends & Family',21:49,1309,Serie,80155640,80036165,1156,IN
2020-08-02T18:53:58.796Z,Schitt's Creek - Season 3: 'Stop Saying Lice!',21:49,1309,Serie,80155639,80036165,1156,IN
2020-08-02T18:32:31.889Z,Schitt's Creek - Season 3: 'Sebastien Raine',21:49,1309,Serie,80155638,80036165,1156,IN
2020-08-02T18:10:12.537Z,Schitt's Creek - Season 3: 'The Affair',21:49,1309,Serie,80155637,80036165,1156,IN
2020-08-02T17:48:52.424Z,Schitt's Creek - Season 3: 'Motel Review',21:49,1309,Serie,80155636,80036165,1156,IN
2020-08-02T17:26:55.496Z,Schitt's Creek - Season 3: 'General Store',21:49,1309,Serie,80155635,80036165,1156,IN
2020-08-02T17:04:48.147Z,Schitt's Creek - Season 3: 'Murder Mystery',21:49,1309,Serie,80155634,80036165,1156,IN
2020-08-02T16:43:14.180Z,Schitt's Creek - Season 3: 'Rooms by the Hour',21:49,1309,Serie,80155633,80036165,1156,IN
2020-08-02T16:17:56.359Z,Schitt's Creek - Season 3: 'Driving Test',21:49,1309,Serie,80155632,80036165,1156,IN
2020-08-02T15:56:23.144Z,Schitt's Creek - Season 3: 'New Car',21:49,1309,Serie,80155631,80036165,1156,IN
2020-08-02T15:33:52.380Z,Schitt's Creek - Season 3: 'The Throuple',21:49,1309,Serie,80155630,80036165,1156,IN
2020-08-02T15:15:36.884Z,Schitt's Creek - Season 3: 'Opening Night',21:50,1310,Serie,80155629,80036165,1156,IN
2020-08-02T14:53:10.250Z,Schitt's Creek - Season 2: 'Happy Anniversary',21:49,1309,Serie,80120112,80036165,1156,IN
2020-08-02T14:30:46.382Z,Schitt's Creek - Season 2: 'Lawn Signs',21:50,1310,Serie,80120111,80036165,1156,IN
2020-08-02T14:28:30.485Z,Schitt's Creek - Season 2: 'The Motel Guest',21:49,1309,Serie,80120110,80036165,1156,IN
2020-08-02T14:00:15.135Z,Schitt's Creek - Season 2: 'Ronnie's Party',21:50,1310,Serie,80120109,80036165,1156,IN
2020-08-02T13:38:00.473Z,Schitt's Creek - Season 2: 'Moira's Nudes',21:49,1309,Serie,80120108,80036165,1156,IN
2020-08-02T11:59:38.781Z,Schitt's Creek - Season 2: 'Milk Money',21:51,1311,Serie,80120107,80036165,1156,IN
2020-08-02T11:50:00.874Z,Schitt's Creek - Season 2: 'The Candidate',21:51,1311,Serie,80120106,80036165,1156,IN
2020-08-02T09:03:48.570Z,Schitt's Creek - Season 2: 'Moira vs. Town Council',21:50,1310,Serie,80120105,80036165,1109,IN
2020-08-02T08:41:35.863Z,Schitt's Creek - Season 2: 'Bob's Bagels',21:49,1309,Serie,80120104,80036165,1109,IN
2020-08-02T08:23:58.601Z,Schitt's Creek - Season 2: 'Estate Sale',21:49,1309,Serie,80120103,80036165,1109,IN
2020-08-02T08:08:27.589Z,Schitt's Creek - Season 2: 'Jazzagals',21:49,1309,Serie,80120102,80036165,1109,IN
2020-08-02T07:57:28.353Z,Schitt's Creek - Season 2: 'Family Dinner',21:49,1309,Serie,80120101,80036165,1109,IN
2020-08-01T21:35:55.920Z,Schitt's Creek - Season 2: 'Finding David',21:50,1310,Serie,80120100,80036165,1156,IN
2020-08-01T21:17:09.970Z,Schitt's Creek - Season 1: 'Town for Sale',21:46,1306,Serie,80046441,80036165,1156,IN
2020-08-01T21:07:27.194Z,Schitt's Creek - Season 1: 'Surprise Party',21:46,1306,Serie,80046440,80036165,1156,IN
2020-08-01T21:07:19.152Z,Schitt's Creek - Season 1: 'Wine and Roses',21:46,1306,Serie,80046434,80036165,1156,IN
2020-08-01T20:22:41.504Z,Schitt's Creek - Season 1: 'Little Sister',21:52,1312,Serie,80046439,80036165,1156,IN
2020-08-01T20:01:19.315Z,Schitt's Creek - Season 1: 'Honeymoon',21:53,1313,Serie,80046438,80036165,1156,IN
2020-08-01T19:41:15.819Z,Schitt's Creek - Season 1: 'Carl's Funeral',21:49,1309,Serie,80046437,80036165,1156,IN
2020-08-01T19:19:54.904Z,Schitt's Creek - Season 1: 'Allez-Vous',21:51,1311,Serie,80046436,80036165,1156,IN
2020-08-01T19:10:20.959Z,Schitt's Creek - Season 1: 'Turkey Shoot',21:46,1306,Serie,80046435,80036165,1156,IN
2020-08-01T18:02:32.493Z,Schitt's Creek - Season 1: 'The Cabin',21:46,1306,Serie,80046433,80036165,1156,IN
2020-08-01T17:35:04.667Z,Schitt's Creek - Season 1: 'Bad Parents',21:51,1311,Serie,80046432,80036165,1156,IN
2020-08-01T16:27:13.921Z,"Schitt's Creek - Season 1: 'Don't Worry, It's His Sister'",21:51,1311,Serie,80046431,80036165,1156,IN
2020-08-01T16:11:15.454Z,Schitt's Creek - Season 1: 'The Drip',21:51,1311,Serie,80046430,80036165,1156,IN
2020-08-01T15:41:42.272Z,Schitt's Creek - Season 1: 'Our Cup Runneth Over',21:51,1311,Serie,80046429,80036165,1156,IN
2020-08-01T12:18:22.704Z,The Umbrella Academy - Season 2: 'The End of Something',49:09:00,2949,Serie,81079224,80186863,1156,IN
2020-08-01T11:09:35.619Z,The Umbrella Academy - Season 2: '743',40:29:00,2429,Serie,81079223,80186863,1156,IN
2020-08-01T10:53:46.857Z,The Umbrella Academy - Season 2: 'The Seven Stages',46:57:00,2817,Serie,81079222,80186863,1156,IN
2020-08-01T10:12:15.472Z,The Umbrella Academy - Season 2: 'Öga for Öga',47:17:00,2837,Serie,81079221,80186863,1156,IN
2020-08-01T08:41:33.768Z,The Umbrella Academy - Season 2: 'A Light Supper',50:01:00,3001,Serie,81079220,80186863,1156,IN
2020-08-01T08:21:57.777Z,The Umbrella Academy - Season 2: 'Valhalla',47:51:00,2871,Serie,81079219,80186863,1156,IN
2020-08-01T03:39:39.828Z,The Umbrella Academy - Season 2: 'The Majestic 12',48:55:00,2935,Serie,81079218,80186863,1156,IN
2020-08-01T03:24:45.161Z,The Umbrella Academy - Season 2: 'The Swedish Job',48:15:00,2895,Serie,81079217,80186863,1156,IN
2020-07-31T21:43:42.420Z,The Umbrella Academy - Season 2: 'The Frankel Footage',48:15:00,2895,Serie,81079216,80186863,1156,IN
2020-07-31T21:01:22.656Z,The Umbrella Academy - Season 2: 'Right Back Where We Started',47:01:00,2821,Serie,81079215,80186863,1156,IN
2020-07-30T17:24:06.535Z,Friends - Season 7: 'The One with Joey's Award',21:51,1311,Serie,70274160,70153404,1156,IN
2020-07-28T20:36:00.313Z,The Kissing Booth 2,02:12:44,7964,Movie,81026818,81026818,1156,IN
2020-07-28T18:44:32.994Z,Food Wars!: Shokugeki no Soma - The Fourth Plate: 'Rebirth of Totsuki Ten Council',23:36,1416,Serie,81195821,80182054,1109,IN
2020-07-28T18:33:13.261Z,Food Wars!: Shokugeki no Soma - The Fourth Plate: 'Song of Hope',23:32,1412,Serie,81195820,80182054,1109,IN
2020-07-28T18:19:40.690Z,Food Wars!: Shokugeki no Soma - The Fourth Plate: 'The Knockout Specialities',23:34,1414,Serie,81195819,80182054,1109,IN
2020-07-28T18:06:02.805Z,Food Wars!: Shokugeki no Soma - The Fourth Plate: 'First and Second Seat',23:35,1415,Serie,81195818,80182054,1109,IN
2020-07-28T17:55:33.312Z,Food Wars!: Shokugeki no Soma - The Fourth Plate: 'Watching from Beside You',23:35,1415,Serie,81195817,80182054,1109,IN
2020-07-28T17:34:16.312Z,Food Wars!: Shokugeki no Soma - The Fourth Plate: 'The Two Queens',23:31,1411,Serie,81195816,80182054,1109,IN
2020-07-28T16:55:49.597Z,Food Wars!: Shokugeki no Soma - The Fourth Plate: 'A Single Blade',23:32,1412,Serie,81195815,80182054,1156,IN
2020-07-28T16:37:04.329Z,Food Wars!: Shokugeki no Soma - The Fourth Plate: 'You're Through',23:32,1412,Serie,81195814,80182054,1156,IN
2020-07-28T16:18:55.051Z,Food Wars!: Shokugeki no Soma - The Fourth Plate: 'Aim for Victory!',23:29,1409,Serie,81195813,80182054,1156,IN
2020-07-28T15:52:45.630Z,Food Wars!: Shokugeki no Soma - The Fourth Plate: 'Hope in Solidarity',23:35,1415,Serie,81195812,80182054,1156,IN
2020-07-28T15:36:58.635Z,Food Wars!: Shokugeki no Soma - The Fourth Plate: 'Camera Flash',23:35,1415,Serie,81195811,80182054,1156,IN
2020-07-28T15:18:05.079Z,Food Wars!: Shokugeki no Soma - The Fourth Plate: 'What We Want to Protect',23:35,1415,Serie,81195810,80182054,1156,IN
2020-07-28T14:45:04.443Z,Food Wars!: Shokugeki no Soma - The Third Plate: 'Origin of Strength',24:06:00,1446,Serie,80216589,80182054,1156,IN
2020-07-28T14:25:24.467Z,Food Wars!: Shokugeki no Soma - The Third Plate: 'Polar Star Dorm on His Shoulder',24:05:00,1445,Serie,80216588,80182054,1156,IN
2020-07-28T14:05:02.517Z,Food Wars!: Shokugeki no Soma - The Third Plate: 'To the Site of Decisive Battle',24:04:00,1444,Serie,80216587,80182054,1156,IN
2020-07-28T13:42:43.740Z,Food Wars!: Shokugeki no Soma - The Third Plate: 'He Who Opened a Path through the Wasteland',24:05:00,1445,Serie,80216586,80182054,1156,IN
2020-07-28T13:18:26.774Z,Food Wars!: Shokugeki no Soma - The Third Plate: 'Erina's True Studies',24:04:00,1444,Serie,80216585,80182054,1156,IN
2020-07-28T13:10:01.725Z,Food Wars!: Shokugeki no Soma - The Third Plate: 'Declaration of War',24:04:00,1444,Serie,80216584,80182054,1156,IN
2020-07-28T13:09:49.219Z,Food Wars!: Shokugeki no Soma - The Third Plate: 'For Someone's Sake',24:05:00,1445,Serie,80216583,80182054,1156,IN
2020-07-28T11:53:58.218Z,Food Wars!: Shokugeki no Soma - The Third Plate: 'Walking the Tightrope of Deliciousness',24:04:00,1444,Serie,80216582,80182054,1156,IN
2020-07-28T11:33:29.881Z,Food Wars!: Shokugeki no Soma - The Third Plate: 'Revenge Match',24:05:00,1445,Serie,80216581,80182054,1156,IN
2020-07-28T11:17:59.669Z,Food Wars!: Shokugeki no Soma - The Third Plate: 'Joan of Arc Rising',24:06:00,1446,Serie,80216580,80182054,1156,IN
2020-07-28T11:17:03.942Z,Food Wars!: Shokugeki no Soma - The Third Plate: 'The Totsuki Train Moves On',24:04:00,1444,Serie,80216579,80182054,1156,IN
2020-07-28T10:05:21.843Z,Food Wars!: Shokugeki no Soma - The Third Plate: 'Advancement Exam',24:05:00,1445,Serie,80216578,80182054,1156,IN
2020-07-28T09:47:01.015Z,Food Wars!: Shokugeki no Soma - The Third Plate: 'The One Who Aims for the Summit',24:06:00,1446,Serie,80216577,80182054,1156,IN
2020-07-28T09:25:55.392Z,Food Wars!: Shokugeki no Soma - The Third Plate: 'Der Weiße Ritter der Tafel',24:05:00,1445,Serie,80216576,80182054,1156,IN
2020-07-28T09:07:18.739Z,Food Wars!: Shokugeki no Soma - The Third Plate: 'The Salmon Will Dance',24:04:00,1444,Serie,80216575,80182054,1156,IN
2020-07-28T08:35:36.676Z,Food Wars!: Shokugeki no Soma - The Third Plate: 'Hunting the Survivors',24:06:00,1446,Serie,80216574,80182054,1156,IN
2020-07-27T21:42:14.619Z,Food Wars!: Shokugeki no Soma - The Third Plate: 'The Alchemist',24:06:00,1446,Serie,80216573,80182054,1156,IN
2020-07-27T21:21:07.812Z,Food Wars!: Shokugeki no Soma - The Third Plate: 'It Begins',24:04:00,1444,Serie,80216572,80182054,1156,IN
2020-07-27T21:00:55.705Z,Food Wars!: Shokugeki no Soma - The Third Plate: 'The Imprisoned Queen',24:04:00,1444,Serie,80216571,80182054,1156,IN
2020-07-27T20:41:10.625Z,Food Wars!: Shokugeki no Soma - The Third Plate: 'The Darkening Dinner Table',24:04:00,1444,Serie,80216570,80182054,1156,IN
2020-07-27T20:27:13.961Z,Food Wars!: Shokugeki no Soma - The Third Plate: 'Pride of Young Lions',24:06:00,1446,Serie,80216569,80182054,1156,IN
2020-07-27T19:52:25.420Z,Food Wars!: Shokugeki no Soma - The Third Plate: 'Moon Festival',24:03:00,1443,Serie,80216568,80182054,1156,IN
2020-07-27T19:32:41.759Z,Food Wars!: Shokugeki no Soma - The Third Plate: 'Ma and La',24:04:00,1444,Serie,80216567,80182054,1156,IN
2020-07-27T19:29:48.615Z,Food Wars!: Shokugeki no Soma - The Third Plate: 'Challenging the Elite Ten',24:04:00,1444,Serie,80216566,80182054,1156,IN
2020-07-27T18:44:26.736Z,Food Wars!: Shokugeki no Soma - The Second Plate: 'Pomp & Circumstance',24:11:00,1451,Serie,80182162,80182054,1109,IN
2020-07-27T18:24:01.405Z,Food Wars!: Shokugeki no Soma - The Second Plate: 'The Magician Returns',24:11:00,1451,Serie,80182161,80182054,1109,IN
2020-07-27T18:17:41.527Z,Food Wars!: Shokugeki no Soma - The Second Plate: 'The Stagiarie',24:11:00,1451,Serie,80182160,80182054,1109,IN
2020-07-27T17:40:37.059Z,Food Wars!: Shokugeki no Soma - The Second Plate: 'A New Jewel',24:11:00,1451,Serie,80182159,80182054,1156,IN
2020-07-27T17:25:13.834Z,Food Wars!: Shokugeki no Soma - The Second Plate: 'The Sword That Announces Fall',24:11:00,1451,Serie,80182158,80182054,1156,IN
2020-07-27T16:59:49.270Z,Food Wars!: Shokugeki no Soma - The Second Plate: 'The Battle That Follows the Seasons',24:11:00,1451,Serie,80182157,80182054,1156,IN
2020-07-27T16:48:08.469Z,Food Wars!: Shokugeki no Soma - The Second Plate: 'Beasts That Devour Each Other',24:11:00,1451,Serie,80182156,80182054,1156,IN
2020-07-27T15:46:30.025Z,Food Wars!: Shokugeki no Soma - The Second Plate: 'Morning Shall Come Again',24:11:00,1451,Serie,80182155,80182054,1156,IN
2020-07-27T15:30:47.194Z,Food Wars!: Shokugeki no Soma - The Second Plate: 'The Secret of the First Bite',24:11:00,1451,Serie,80182154,80182054,1156,IN
2020-07-27T14:52:41.700Z,Food Wars!: Shokugeki no Soma - The Second Plate: 'The Pursuer',24:11:00,1451,Serie,80182153,80182054,1156,IN
2020-07-27T14:52:24.680Z,Food Wars!: Shokugeki no Soma - The Second Plate: 'That Which is Placed Within the Box',24:11:00,1451,Serie,80182150,80182054,1156,IN
2020-07-27T14:32:02.732Z,Food Wars!: Shokugeki no Soma - The Second Plate: 'The Age of Kings',24:11:00,1451,Serie,80182152,80182054,1156,IN
2020-07-27T14:13:27.701Z,Food Wars!: Shokugeki no Soma - The Second Plate: 'Interplay of Light & Shadow',24:11:00,1451,Serie,80182151,80182054,1156,IN
2020-07-27T13:31:03.978Z,Food Wars!: Shokugeki no Soma - 'The Banquet of Warriors',24:36:00,1476,Serie,80182078,80182054,1156,IN
2020-07-27T13:13:17.012Z,Food Wars!: Shokugeki no Soma - 'The Competition of the Blossoming Individuals',24:26:00,1466,Serie,80182077,80182054,1156,IN
2020-07-27T12:54:10.833Z,Food Wars!: Shokugeki no Soma - 'The One Who Surpasses the Ordinary',24:26:00,1466,Serie,80182076,80182054,1156,IN
2020-07-27T12:34:13.426Z,Food Wars!: Shokugeki no Soma - 'The Unknown Known',24:32:00,1472,Serie,80182075,80182054,1156,IN
2020-07-27T12:09:45.840Z,Food Wars!: Shokugeki no Soma - 'The Dragon Lies Down and Ascends the Skies',24:25:00,1465,Serie,80182074,80182054,1156,IN
2020-07-27T11:41:40.527Z,Food Wars!: Shokugeki no Soma - 'The Chosen One',24:28:00,1468,Serie,80182073,80182054,1156,IN
2020-07-27T11:23:53.845Z,Food Wars!: Shokugeki no Soma - 'The Karaage of Youth',24:45:00,1485,Serie,80182072,80182054,1156,IN
2020-07-27T11:02:50.546Z,Food Wars!: Shokugeki no Soma - 'The Seductive Karaage',24:46:00,1486,Serie,80182071,80182054,1156,IN
2020-07-27T10:43:01.690Z,Food Wars!: Shokugeki no Soma - 'The Chef Who's Crossed a Thousand Leagues',24:45:00,1485,Serie,80182070,80182054,1156,IN
2020-07-27T10:21:38.641Z,Food Wars!: Shokugeki no Soma - 'The Man Called the Demon',24:50:00,1490,Serie,80182069,80182054,1156,IN
2020-07-27T10:00:28.885Z,Food Wars!: Shokugeki no Soma - 'Metamorphosis',24:49:00,1489,Serie,80182068,80182054,1156,IN
2020-07-27T09:35:20.353Z,Food Wars!: Shokugeki no Soma - 'Eggs Before Dawn',24:49:00,1489,Serie,80182067,80182054,1156,IN
2020-07-26T22:22:37.387Z,Food Wars!: Shokugeki no Soma - 'The Memory of a Dish',24:45:00,1485,Serie,80182066,80182054,1156,IN
2020-07-26T22:04:39.224Z,Food Wars!: Shokugeki no Soma - 'The Magician from the East',24:42:00,1482,Serie,80182065,80182054,1156,IN
